original_map	hero_kill_map	map_file	hero_kill_file	zircon_map_info	zircon_map_file	relation	size	entrances_exits	city_town_safe_zone_landmarks	hero_kill_walkable	zircon_walkable	coordinate_transform	coordinate_reuse	confidence	evidence
E402_001	E402_001	/home/tetsuya/mir2ei/Map/E402_001.map	/home/tetsuya/mir2ei/Map/E402_001.map	"{""index"": 1066, ""file"": ""E402_001"", ""description"": ""连接通路""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E402_001.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 3, ""region_landmark_samples"": [""E402_001 / Teleport Source"", ""E402_001 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""E402""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""E402_001 / Teleport Source"", ""E402_001 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 138, ""total_cells"": 900, ""walkable_ratio"": 0.153333}"	"{""status"": ""pass"", ""walkable_cells"": 138, ""total_cells"": 900, ""walkable_ratio"": 0.153333}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""e22a30648637bc1c9bcecd0f0d601ba3d90ec209a18d3ea2b8813497e90937e9"", ""zircon_sha256"": ""e22a30648637bc1c9bcecd0f0d601ba3d90ec209a18d3ea2b8813497e90937e9""}"
E403	E403	/home/tetsuya/mir2ei/Map/E403.map	/home/tetsuya/mir2ei/Map/E403.map	"{""index"": 1067, ""file"": ""E403"", ""description"": ""连接通路""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E403.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 2272, ""total_cells"": 10000, ""walkable_ratio"": 0.2272}"	"{""status"": ""pass"", ""walkable_cells"": 2272, ""total_cells"": 10000, ""walkable_ratio"": 0.2272}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""fe4806d45427b2c41467d940076b60e4ef1a9b73af146b6c5550679670b0ab73"", ""zircon_sha256"": ""fe4806d45427b2c41467d940076b60e4ef1a9b73af146b6c5550679670b0ab73""}"
E404	E404	/home/tetsuya/mir2ei/Map/E404.map	/home/tetsuya/mir2ei/Map/E404.map	"{""index"": 1068, ""file"": ""E404"", ""description"": ""连接通路""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E404.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 1693, ""total_cells"": 10000, ""walkable_ratio"": 0.1693}"	"{""status"": ""pass"", ""walkable_cells"": 1693, ""total_cells"": 10000, ""walkable_ratio"": 0.1693}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""ad0b2d37488049d00979828020c932a8b83ff1d0d7bae85e2fa03d1646d0acd1"", ""zircon_sha256"": ""ad0b2d37488049d00979828020c932a8b83ff1d0d7bae85e2fa03d1646d0acd1""}"
E601	E601	/home/tetsuya/mir2ei/Map/E601.map	/home/tetsuya/mir2ei/Map/E601.map	"{""index"": 1069, ""file"": ""E601"", ""description"": ""竞技场""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E601.map	exact	"{""hero_kill"": {""width"": 150, ""height"": 150}, ""zircon"": {""width"": 150, ""height"": 150}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 3209, ""total_cells"": 22500, ""walkable_ratio"": 0.142622}"	"{""status"": ""pass"", ""walkable_cells"": 3209, ""total_cells"": 22500, ""walkable_ratio"": 0.142622}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""87dc13c8a0d98c56fbec379654d63a531e2452e25fb05cb7c0b4c429ffec440d"", ""zircon_sha256"": ""87dc13c8a0d98c56fbec379654d63a531e2452e25fb05cb7c0b4c429ffec440d""}"
E602	E602	/home/tetsuya/mir2ei/Map/E602.map	/home/tetsuya/mir2ei/Map/E602.map	"{""index"": 1070, ""file"": ""E602"", ""description"": ""竞技场""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E602.map	exact	"{""hero_kill"": {""width"": 150, ""height"": 150}, ""zircon"": {""width"": 150, ""height"": 150}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 5966, ""total_cells"": 22500, ""walkable_ratio"": 0.265156}"	"{""status"": ""pass"", ""walkable_cells"": 5966, ""total_cells"": 22500, ""walkable_ratio"": 0.265156}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""675f8d42306d56fad99d18a201ee7d64840b70b12a153b147b1874af5fe70a7a"", ""zircon_sha256"": ""675f8d42306d56fad99d18a201ee7d64840b70b12a153b147b1874af5fe70a7a""}"
E603	E603	/home/tetsuya/mir2ei/Map/E603.map	/home/tetsuya/mir2ei/Map/E603.map	"{""index"": 1071, ""file"": ""E603"", ""description"": ""废矿秘密通路""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E603.map	exact	"{""hero_kill"": {""width"": 210, ""height"": 210}, ""zircon"": {""width"": 210, ""height"": 210}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 7530, ""total_cells"": 44100, ""walkable_ratio"": 0.170748}"	"{""status"": ""pass"", ""walkable_cells"": 7530, ""total_cells"": 44100, ""walkable_ratio"": 0.170748}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""7d9a662268a0212812cfce8badba8b71bd3ffc407f0f07180fafe12690098bde"", ""zircon_sha256"": ""7d9a662268a0212812cfce8badba8b71bd3ffc407f0f07180fafe12690098bde""}"
E604	E604	/home/tetsuya/mir2ei/Map/E604.map	/home/tetsuya/mir2ei/Map/E604.map	"{""index"": 1072, ""file"": ""E604"", ""description"": ""废矿秘密通路""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E604.map	exact	"{""hero_kill"": {""width"": 150, ""height"": 150}, ""zircon"": {""width"": 150, ""height"": 150}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 5078, ""total_cells"": 22500, ""walkable_ratio"": 0.225689}"	"{""status"": ""pass"", ""walkable_cells"": 5078, ""total_cells"": 22500, ""walkable_ratio"": 0.225689}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""f04943f285d60f9dbf70a2101990e33a3f49611d5c13781b58ee46d207b40c51"", ""zircon_sha256"": ""f04943f285d60f9dbf70a2101990e33a3f49611d5c13781b58ee46d207b40c51""}"
E605	E605	/home/tetsuya/mir2ei/Map/E605.map	/home/tetsuya/mir2ei/Map/E605.map	"{""index"": 1073, ""file"": ""E605"", ""description"": ""废矿秘密通路""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/E605.map	exact	"{""hero_kill"": {""width"": 100, ""height"": 100}, ""zircon"": {""width"": 100, ""height"": 100}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 2407, ""total_cells"": 10000, ""walkable_ratio"": 0.2407}"	"{""status"": ""pass"", ""walkable_cells"": 2407, ""total_cells"": 10000, ""walkable_ratio"": 0.2407}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""d484a754cb0b6ff0f75e2628a7dfc6de8bf8084865fa98e9a59dd99a31d7ecce"", ""zircon_sha256"": ""d484a754cb0b6ff0f75e2628a7dfc6de8bf8084865fa98e9a59dd99a31d7ecce""}"
kt0000	kt0000	/home/tetsuya/mir2ei/Map/kt0000.map	/home/tetsuya/mir2ei/Map/kt0000.map	"{""index"": 1074, ""file"": ""kt0000"", ""description"": ""EI kt0000""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0000.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 48, ""total_cells"": 400, ""walkable_ratio"": 0.12}"	"{""status"": ""pass"", ""walkable_cells"": 48, ""total_cells"": 400, ""walkable_ratio"": 0.12}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""cae163e3e3bcd5dfcf6ee8dae4310400df7dcac034f1a8dc60b1c0586762113a"", ""zircon_sha256"": ""cae163e3e3bcd5dfcf6ee8dae4310400df7dcac034f1a8dc60b1c0586762113a""}"
kt0001	kt0001	/home/tetsuya/mir2ei/Map/kt0001.map	/home/tetsuya/mir2ei/Map/kt0001.map	"{""index"": 1075, ""file"": ""kt0001"", ""description"": ""混乱PK赛场""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0001.map	exact	"{""hero_kill"": {""width"": 50, ""height"": 50}, ""zircon"": {""width"": 50, ""height"": 50}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 663, ""total_cells"": 2500, ""walkable_ratio"": 0.2652}"	"{""status"": ""pass"", ""walkable_cells"": 663, ""total_cells"": 2500, ""walkable_ratio"": 0.2652}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""142dc99896fea9fa37d1acf2062d12fca0b7580d6eda62aa72f94d2d344a72f2"", ""zircon_sha256"": ""142dc99896fea9fa37d1acf2062d12fca0b7580d6eda62aa72f94d2d344a72f2""}"
kt0002	kt0002	/home/tetsuya/mir2ei/Map/kt0002.map	/home/tetsuya/mir2ei/Map/kt0002.map	"{""index"": 1076, ""file"": ""kt0002"", ""description"": ""EI kt0002""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0002.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0003	kt0003	/home/tetsuya/mir2ei/Map/kt0003.map	/home/tetsuya/mir2ei/Map/kt0003.map	"{""index"": 1077, ""file"": ""kt0003"", ""description"": ""EI kt0003""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0003.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0004	kt0004	/home/tetsuya/mir2ei/Map/kt0004.map	/home/tetsuya/mir2ei/Map/kt0004.map	"{""index"": 1078, ""file"": ""kt0004"", ""description"": ""EI kt0004""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0004.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0005	kt0005	/home/tetsuya/mir2ei/Map/kt0005.map	/home/tetsuya/mir2ei/Map/kt0005.map	"{""index"": 1079, ""file"": ""kt0005"", ""description"": ""EI kt0005""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0005.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0006	kt0006	/home/tetsuya/mir2ei/Map/kt0006.map	/home/tetsuya/mir2ei/Map/kt0006.map	"{""index"": 1080, ""file"": ""kt0006"", ""description"": ""EI kt0006""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0006.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0007	kt0007	/home/tetsuya/mir2ei/Map/kt0007.map	/home/tetsuya/mir2ei/Map/kt0007.map	"{""index"": 1081, ""file"": ""kt0007"", ""description"": ""EI kt0007""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0007.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0008	kt0008	/home/tetsuya/mir2ei/Map/kt0008.map	/home/tetsuya/mir2ei/Map/kt0008.map	"{""index"": 1082, ""file"": ""kt0008"", ""description"": ""EI kt0008""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0008.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0009	kt0009	/home/tetsuya/mir2ei/Map/kt0009.map	/home/tetsuya/mir2ei/Map/kt0009.map	"{""index"": 1083, ""file"": ""kt0009"", ""description"": ""EI kt0009""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0009.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0010	kt0010	/home/tetsuya/mir2ei/Map/kt0010.map	/home/tetsuya/mir2ei/Map/kt0010.map	"{""index"": 1084, ""file"": ""kt0010"", ""description"": ""EI kt0010""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0010.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c"", ""zircon_sha256"": ""62074a9d59824728cc77e676e34c50c4d47b7fbc13d34c4b3840d78618a8716c""}"
kt0011	kt0011	/home/tetsuya/mir2ei/Map/kt0011.map	/home/tetsuya/mir2ei/Map/kt0011.map	"{""index"": 1085, ""file"": ""kt0011"", ""description"": ""EI kt0011""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0011.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""5160f517279a8e15f2d03617d20e080b97c9296ad6fb6c390c55abf721537eb6"", ""zircon_sha256"": ""5160f517279a8e15f2d03617d20e080b97c9296ad6fb6c390c55abf721537eb6""}"
kt0012	kt0012	/home/tetsuya/mir2ei/Map/kt0012.map	/home/tetsuya/mir2ei/Map/kt0012.map	"{""index"": 1086, ""file"": ""kt0012"", ""description"": ""EI kt0012""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0012.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""5032250a5bacd80960fc3486587299136ad18db54e23e35e623e8c172708431a"", ""zircon_sha256"": ""5032250a5bacd80960fc3486587299136ad18db54e23e35e623e8c172708431a""}"
kt0013	kt0013	/home/tetsuya/mir2ei/Map/kt0013.map	/home/tetsuya/mir2ei/Map/kt0013.map	"{""index"": 1087, ""file"": ""kt0013"", ""description"": ""EI kt0013""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0013.map	exact	"{""hero_kill"": {""width"": 20, ""height"": 20}, ""zircon"": {""width"": 20, ""height"": 20}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""5032250a5bacd80960fc3486587299136ad18db54e23e35e623e8c172708431a"", ""zircon_sha256"": ""5032250a5bacd80960fc3486587299136ad18db54e23e35e623e8c172708431a""}"
kt0014	kt0014	/home/tetsuya/mir2ei/Map/kt0014.map	/home/tetsuya/mir2ei/Map/kt0014.map	"{""index"": 1088, ""file"": ""kt0014"", ""description"": ""EI kt0014""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0014.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""cf06fcdae5e9011c482794aa778a8798f8b7cc259fcdcfbd8f1a486e34d843c5"", ""zircon_sha256"": ""cf06fcdae5e9011c482794aa778a8798f8b7cc259fcdcfbd8f1a486e34d843c5""}"
kt0015	kt0015	/home/tetsuya/mir2ei/Map/kt0015.map	/home/tetsuya/mir2ei/Map/kt0015.map	"{""index"": 1089, ""file"": ""kt0015"", ""description"": ""EI kt0015""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/kt0015.map	exact	"{""hero_kill"": {""width"": 30, ""height"": 30}, ""zircon"": {""width"": 30, ""height"": 30}}"	"{""region_count"": 0, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	"{""status"": ""pending"", ""walkable_cells"": null, ""total_cells"": null, ""walkable_ratio"": null}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""cf06fcdae5e9011c482794aa778a8798f8b7cc259fcdcfbd8f1a486e34d843c5"", ""zircon_sha256"": ""cf06fcdae5e9011c482794aa778a8798f8b7cc259fcdcfbd8f1a486e34d843c5""}"
