hero_kill_monster_id	hero_kill_monster_name	hero_kill_attributes	mapped_zircon_monster_index	mapped_zircon_monster_name	mapping_method	confidence	display_name_note	status
186	夜行鬼09	"{""Appr"": 81, ""Race"": 19, ""Level"": 10, ""HP"": 20, ""Exp"": 20, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 2, ""DCMax"": 7, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
187	异界之门	"{""Appr"": 227, ""Race"": 19, ""Level"": 100, ""HP"": 0, ""Exp"": 9999, ""ACMin"": 999, ""ACMax"": 999, ""MAC"": 999, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
188	猿猴战将	"{""Appr"": 218, ""Race"": 19, ""Level"": 45, ""HP"": 2210, ""Exp"": 700, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 10, ""DCMin"": 32, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
189	猿猴战将0	"{""Appr"": 218, ""Race"": 19, ""Level"": 45, ""HP"": 2210, ""Exp"": 700, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 10, ""DCMin"": 32, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
190	猿猴战士	"{""Appr"": 217, ""Race"": 19, ""Level"": 45, ""HP"": 2210, ""Exp"": 700, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 10, ""DCMin"": 32, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
191	猿猴战士0	"{""Appr"": 217, ""Race"": 19, ""Level"": 45, ""HP"": 2210, ""Exp"": 700, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 10, ""DCMin"": 32, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
192	月魔蜘蛛	"{""Appr"": 105, ""Race"": 37, ""Level"": 35, ""HP"": 1500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 29, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
193	震天魔神	"{""Appr"": 223, ""Race"": 19, ""Level"": 95, ""HP"": 15000, ""Exp"": 11250, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 108, ""DCMin"": 140, ""DCMax"": 235, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
194	震天神兵	"{""Appr"": 223, ""Race"": 19, ""Level"": 95, ""HP"": 100000, ""Exp"": 11250, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 97, ""DCMin"": 220, ""DCMax"": 275, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
195	震天首将	"{""Appr"": 222, ""Race"": 19, ""Level"": 79, ""HP"": 4500, ""Exp"": 2250, ""ACMin"": 27, ""ACMax"": 27, ""MAC"": 50, ""DCMin"": 100, ""DCMax"": 110, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
196	蜘蛛娃	"{""Appr"": 81, ""Race"": 19, ""Level"": 20, ""HP"": 240, ""Exp"": 160, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 23, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
197	蜘蛛娃0	"{""Appr"": 81, ""Race"": 19, ""Level"": 20, ""HP"": 240, ""Exp"": 160, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 5, ""DCMin"": 11, ""DCMax"": 23, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
198	掷斧骷髅	"{""Appr"": 87, ""Race"": 15, ""Level"": 18, ""HP"": 100, ""Exp"": 100, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 9, ""DCMax"": 13, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
199	掷斧骷髅0	"{""Appr"": 87, ""Race"": 15, ""Level"": 18, ""HP"": 100, ""Exp"": 100, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 9, ""DCMax"": 13, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
200	掷斧骷髅61	"{""Appr"": 87, ""Race"": 15, ""Level"": 18, ""HP"": 1, ""Exp"": 100, ""ACMin"": 1, ""ACMax"": 1, ""MAC"": 3, ""DCMin"": 9, ""DCMax"": 13, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
201	掷斧骷髅62	"{""Appr"": 87, ""Race"": 15, ""Level"": 18, ""HP"": 1, ""Exp"": 100, ""ACMin"": 1, ""ACMax"": 1, ""MAC"": 3, ""DCMin"": 9, ""DCMax"": 13, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
202	猪	"{""Appr"": 52, ""Race"": 11, ""Level"": 3, ""HP"": 8, ""Exp"": 20, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 3, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
203	祖玛雕像	"{""Appr"": 101, ""Race"": 47, ""Level"": 45, ""HP"": 2800, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 12, ""DCMin"": 37, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
205	祖玛雕像91	"{""Appr"": 101, ""Race"": 47, ""Level"": 45, ""HP"": 2800, ""Exp"": 1200, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 50, ""DCMin"": 54, ""DCMax"": 66, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
206	祖玛弓箭手0	"{""Appr"": 104, ""Race"": 45, ""Level"": 45, ""HP"": 3200, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 40, ""DCMax"": 57, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
207	祖玛弓箭手92	"{""Appr"": 104, ""Race"": 45, ""Level"": 45, ""HP"": 3200, ""Exp"": 1400, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 50, ""DCMin"": 64, ""DCMax"": 91, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
208	祖玛教主62	"{""Appr"": 102, ""Race"": 49, ""Level"": 85, ""HP"": 1, ""Exp"": 10000, ""ACMin"": 55, ""ACMax"": 55, ""MAC"": 66, ""DCMin"": 110, ""DCMax"": 111, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
209	祖玛卫士	"{""Appr"": 101, ""Race"": 47, ""Level"": 45, ""HP"": 3000, ""Exp"": 1300, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 12, ""DCMin"": 37, ""DCMax"": 57, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
210	祖玛卫士0	"{""Appr"": 101, ""Race"": 47, ""Level"": 45, ""HP"": 3000, ""Exp"": 1300, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 12, ""DCMin"": 37, ""DCMax"": 57, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
211	祖玛卫士90	"{""Appr"": 101, ""Race"": 47, ""Level"": 45, ""HP"": 3000, ""Exp"": 1300, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 50, ""DCMin"": 59, ""DCMax"": 91, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
212	守卫神将	"{""Appr"": 101, ""Race"": 47, ""Level"": 99, ""HP"": 1350, ""Exp"": 2600, ""ACMin"": 11, ""ACMax"": 11, ""MAC"": 49, ""DCMin"": 119, ""DCMax"": 114, ""DropTable"": 15}"			pending	pending	identity mapping is separate from display translation	pending-review
213	沃玛勇士60	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
214	火焰沃玛61	"{""Appr"": 91, ""Race"": 20, ""Level"": 25, ""HP"": 1, ""Exp"": 280, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 6, ""DCMin"": 15, ""DCMax"": 31, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
215	暗黑战士61	"{""Appr"": 93, ""Race"": 22, ""Level"": 25, ""HP"": 1, ""Exp"": 240, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 6, ""DCMin"": 14, ""DCMax"": 28, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
216	巨象兽	"{""Appr"": 220, ""Race"": 19, ""Level"": 47, ""HP"": 2760, ""Exp"": 1100, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 13, ""DCMin"": 43, ""DCMax"": 54, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
217	魔石狂热者	"{""Appr"": 81, ""Race"": 19, ""Level"": 65, ""HP"": 10000, ""Exp"": 5800, ""ACMin"": 40, ""ACMax"": 40, ""MAC"": 90, ""DCMin"": 200, ""DCMax"": 200, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
218	火焰狮子99	"{""Appr"": 224, ""Race"": 19, ""Level"": 48, ""HP"": 3600, ""Exp"": 1600, ""ACMin"": 14, ""ACMax"": 14, ""MAC"": 27, ""DCMin"": 50, ""DCMax"": 60, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
219	火焰沃玛	"{""Appr"": 91, ""Race"": 20, ""Level"": 25, ""HP"": 340, ""Exp"": 260, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 15, ""DCMax"": 31, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
220	小诺玛	"{""Appr"": 52, ""Race"": 11, ""Level"": 4, ""HP"": 450, ""Exp"": 250, ""ACMin"": 0, ""ACMax"": 5, ""MAC"": 10, ""DCMin"": 0, ""DCMax"": 4, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
221	盔甲蚂蚁0	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 340, ""Exp"": 260, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 15, ""DCMax"": 29, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
222	狼	"{""Appr"": 53, ""Race"": 19, ""Level"": 15, ""HP"": 60, ""Exp"": 60, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 2, ""DCMin"": 6, ""DCMax"": 11, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
223	浪子人鬼	"{""Appr"": 97, ""Race"": 19, ""Level"": 25, ""HP"": 310, ""Exp"": 230, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 15, ""DCMax"": 29, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
224	浪子人鬼0	"{""Appr"": 97, ""Race"": 19, ""Level"": 25, ""HP"": 310, ""Exp"": 230, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 16, ""DCMax"": 29, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
225	劳动蚂蚁	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 260, ""Exp"": 180, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 16, ""DCMax"": 24, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
226	劳动蚂蚁0	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 260, ""Exp"": 180, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 16, ""DCMax"": 24, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
227	老道僵尸61	"{""Appr"": 94, ""Race"": 40, ""Level"": 20, ""HP"": 1, ""Exp"": 160, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 5, ""DCMin"": 12, ""DCMax"": 24, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
228	雷电僵尸	"{""Appr"": 94, ""Race"": 40, ""Level"": 20, ""HP"": 240, ""Exp"": 160, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 5, ""DCMin"": 12, ""DCMax"": 24, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
229	栗子树	"{""Appr"": 209, ""Race"": 19, ""Level"": 10, ""HP"": 20, ""Exp"": 20, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 200, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
230	练功师	"{""Appr"": 55, ""Race"": 19, ""Level"": 150, ""HP"": 1, ""Exp"": 9999, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 2, ""DCMax"": 2, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
231	猎鹰	"{""Appr"": 81, ""Race"": 19, ""Level"": 13, ""HP"": 50, ""Exp"": 50, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 11, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
232	猎鹰0	"{""Appr"": 81, ""Race"": 19, ""Level"": 13, ""HP"": 50, ""Exp"": 50, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 11, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
233	玲花	"{""Appr"": 211, ""Race"": 11, ""Level"": 100, ""HP"": 5, ""Exp"": 300, ""ACMin"": 11, ""ACMax"": 11, ""MAC"": 16, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
234	鹿	"{""Appr"": 52, ""Race"": 11, ""Level"": 6, ""HP"": 17, ""Exp"": 50, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 6, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
235	蚂蚁道士	"{""Appr"": 207, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
236	蚂蚁道士0	"{""Appr"": 207, ""Race"": 19, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
237	蚂蚁将军	"{""Appr"": 97, ""Race"": 19, ""Level"": 74, ""HP"": 2000, ""Exp"": 1000, ""ACMin"": 11, ""ACMax"": 11, ""MAC"": 60, ""DCMin"": 38, ""DCMax"": 55, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
238	蚂蚁战士	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 280, ""Exp"": 200, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
239	蚂蚁战士0	"{""Appr"": 81, ""Race"": 19, ""Level"": 25, ""HP"": 280, ""Exp"": 200, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 6, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
240	魔神怪1	"{""Appr"": 104, ""Race"": 19, ""Level"": 52, ""HP"": 2320, ""Exp"": 800, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 12, ""DCMin"": 37, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
241	武力神将81	"{""Appr"": 222, ""Race"": 19, ""Level"": 51, ""HP"": 4500, ""Exp"": 2300, ""ACMin"": 22, ""ACMax"": 22, ""MAC"": 38, ""DCMin"": 60, ""DCMax"": 77, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
242	魔神怪10	"{""Appr"": 104, ""Race"": 19, ""Level"": 52, ""HP"": 2320, ""Exp"": 800, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 12, ""DCMin"": 37, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
243	魔神怪2	"{""Appr"": 219, ""Race"": 19, ""Level"": 52, ""HP"": 2320, ""Exp"": 800, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 11, ""DCMin"": 21, ""DCMax"": 43, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
244	魔神怪20	"{""Appr"": 219, ""Race"": 19, ""Level"": 52, ""HP"": 2320, ""Exp"": 800, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 11, ""DCMin"": 21, ""DCMax"": 43, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
245	木障	"{""Appr"": 110, ""Race"": 98, ""Level"": 99, ""HP"": 0, ""Exp"": 10000, ""ACMin"": 33, ""ACMax"": 33, ""MAC"": 109, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
246	震天兽	"{""Appr"": 97, ""Race"": 19, ""Level"": 80, ""HP"": 20000, ""Exp"": 4000, ""ACMin"": 44, ""ACMax"": 44, ""MAC"": 60, ""DCMin"": 187, ""DCMax"": 253, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
247	牛老道	"{""Appr"": 97, ""Race"": 19, ""Level"": 74, ""HP"": 1, ""Exp"": 1200, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 13, ""DCMin"": 22, ""DCMax"": 44, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
248	弩车	"{""Appr"": 122, ""Race"": 19, ""Level"": 99, ""HP"": 1, ""Exp"": 1000, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 88, ""DCMax"": 143, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
249	怒龙神	"{""Appr"": 216, ""Race"": 19, ""Level"": 82, ""HP"": 10000, ""Exp"": 3500, ""ACMin"": 50, ""ACMax"": 50, ""MAC"": 60, ""DCMin"": 60, ""DCMax"": 188, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
250	诺玛0	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
251	诺玛将士	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 540, ""Exp"": 380, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 7, ""DCMin"": 29, ""DCMax"": 50, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
252	诺玛00	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
253	诺玛07	"{""Appr"": 81, ""Race"": 19, ""Level"": 42, ""HP"": 1900, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
254	诺玛08	"{""Appr"": 81, ""Race"": 19, ""Level"": 45, ""HP"": 3200, ""Exp"": 1500, ""ACMin"": 7, ""ACMax"": 7, ""MAC"": 15, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
255	诺玛09	"{""Appr"": 81, ""Race"": 19, ""Level"": 48, ""HP"": 5000, ""Exp"": 2200, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 55, ""DCMax"": 77, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
256	诺玛1	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
257	诺玛10	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
258	诺玛17	"{""Appr"": 81, ""Race"": 19, ""Level"": 42, ""HP"": 1900, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
259	诺玛18	"{""Appr"": 81, ""Race"": 19, ""Level"": 45, ""HP"": 3200, ""Exp"": 1500, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 15, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
260	诺玛19	"{""Appr"": 81, ""Race"": 19, ""Level"": 48, ""HP"": 5000, ""Exp"": 2200, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 55, ""DCMax"": 77, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
261	诺玛2	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
262	诺玛20	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
263	诺玛27	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 4900, ""Exp"": 1600, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
264	诺玛28	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 5000, ""Exp"": 1900, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 15, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
265	诺玛29	"{""Appr"": 81, ""Race"": 19, ""Level"": 50, ""HP"": 6000, ""Exp"": 2200, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 55, ""DCMax"": 77, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
266	诺玛3	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
267	诺玛30	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
268	诺玛37	"{""Appr"": 81, ""Race"": 19, ""Level"": 42, ""HP"": 1900, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
269	诺玛38	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 5000, ""Exp"": 2500, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 15, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
270	诺玛39	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 5000, ""Exp"": 2200, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 55, ""DCMax"": 77, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
271	诺玛城门	"{""Appr"": 111, ""Race"": 98, ""Level"": 100, ""HP"": 1, ""Exp"": 20000, ""ACMin"": 50, ""ACMax"": 50, ""MAC"": 150, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
272	诺玛法老	"{""Appr"": 204, ""Race"": 19, ""Level"": 35, ""HP"": 490, ""Exp"": 330, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 9, ""DCMin"": 30, ""DCMax"": 42, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
273	诺玛法老0	"{""Appr"": 204, ""Race"": 19, ""Level"": 35, ""HP"": 490, ""Exp"": 330, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 9, ""DCMin"": 30, ""DCMax"": 42, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
274	诺玛法老7	"{""Appr"": 204, ""Race"": 19, ""Level"": 44, ""HP"": 2400, ""Exp"": 1100, ""ACMin"": 9, ""ACMax"": 9, ""MAC"": 16, ""DCMin"": 38, ""DCMax"": 60, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
275	诺玛法老8	"{""Appr"": 204, ""Race"": 19, ""Level"": 47, ""HP"": 3700, ""Exp"": 1700, ""ACMin"": 11, ""ACMax"": 11, ""MAC"": 19, ""DCMin"": 49, ""DCMax"": 71, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
276	诺玛法老9	"{""Appr"": 204, ""Race"": 19, ""Level"": 60, ""HP"": 6000, ""Exp"": 2400, ""ACMin"": 13, ""ACMax"": 13, ""MAC"": 21, ""DCMin"": 60, ""DCMax"": 82, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
277	诺玛斧兵	"{""Appr"": 128, ""Race"": 19, ""Level"": 60, ""HP"": 8800, ""Exp"": 2500, ""ACMin"": 39, ""ACMax"": 39, ""MAC"": 86, ""DCMin"": 120, ""DCMax"": 220, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
278	诺玛将士0	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 540, ""Exp"": 380, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 7, ""DCMin"": 29, ""DCMax"": 50, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
279	诺玛将士7	"{""Appr"": 81, ""Race"": 19, ""Level"": 44, ""HP"": 2700, ""Exp"": 1300, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 38, ""DCMax"": 66, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
