hero_kill_map	hero_kill_xy	hero_kill_range	hero_kill_count	hero_kill_monster_name	mapped_zircon_monster_index	mapped_zircon_monster_name	old_respawn	new_respawn	confidence	walkable	hero_kill_walkable	overlap	apply_status	mapping_method	match_status	range_note
					144	Skeleton	"{""index"": 6562, ""map"": ""D1213"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2697, ""region_name"": ""D1213 / Skeleton Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					191	Skeleton Lord	"{""index"": 6563, ""map"": ""D1213"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2698, ""region_name"": ""D1213 / Skeleton Lord Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					26	Skeleton Axeman	"{""index"": 6564, ""map"": ""D1214"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2699, ""region_name"": ""D1214 / Skeleton Axeman Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					144	Skeleton	"{""index"": 6565, ""map"": ""D1214"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2700, ""region_name"": ""D1214 / Skeleton Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					191	Skeleton Lord	"{""index"": 6566, ""map"": ""D1214"", ""xy"": {""x"": 150, ""y"": 150}, ""region_index"": 2701, ""region_name"": ""D1214 / Skeleton Lord Spawn"", ""region_size"": 1, ""count"": 150, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					26	Skeleton Axeman	"{""index"": 6567, ""map"": ""D1215"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2702, ""region_name"": ""D1215 / Skeleton Axeman Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					144	Skeleton	"{""index"": 6568, ""map"": ""D1215"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2703, ""region_name"": ""D1215 / Skeleton Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					191	Skeleton Lord	"{""index"": 6569, ""map"": ""D1215"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2704, ""region_name"": ""D1215 / Skeleton Lord Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6570, ""map"": ""d711"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2705, ""region_name"": ""d711 / Red Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6571, ""map"": ""d711"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2706, ""region_name"": ""d711 / Black Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6575, ""map"": ""d713"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2710, ""region_name"": ""d713 / Red Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6576, ""map"": ""d713"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2711, ""region_name"": ""d713 / Black Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					124	Wedge Moth	"{""index"": 6577, ""map"": ""d713"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2712, ""region_name"": ""d713 / Wedge Moth Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6578, ""map"": ""d713"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2713, ""region_name"": ""d713 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6579, ""map"": ""d714"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2714, ""region_name"": ""d714 / Red Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6580, ""map"": ""d714"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2715, ""region_name"": ""d714 / Black Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					124	Wedge Moth	"{""index"": 6581, ""map"": ""d714"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2716, ""region_name"": ""d714 / Wedge Moth Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6582, ""map"": ""d714"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2717, ""region_name"": ""d714 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6583, ""map"": ""D715"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2718, ""region_name"": ""D715 / Red Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6584, ""map"": ""D715"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2719, ""region_name"": ""D715 / Black Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6585, ""map"": ""D715"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2720, ""region_name"": ""D715 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					124	Wedge Moth	"{""index"": 6586, ""map"": ""D715"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2721, ""region_name"": ""D715 / Wedge Moth Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6587, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2722, ""region_name"": ""D716 / Red Boar Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6588, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2723, ""region_name"": ""D716 / Black Boar Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6589, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2724, ""region_name"": ""D716 / Red Boar Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6590, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2725, ""region_name"": ""D716 / Red Boar Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6591, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2726, ""region_name"": ""D716 / Black Boar Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6592, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2727, ""region_name"": ""D716 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6593, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2728, ""region_name"": ""D716 / Black Boar Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6594, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2729, ""region_name"": ""D716 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6595, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2730, ""region_name"": ""D716 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					124	Wedge Moth	"{""index"": 6596, ""map"": ""D716"", ""xy"": {""x"": 25, ""y"": 25}, ""region_index"": 2731, ""region_name"": ""D716 / Wedge Moth Spawn"", ""region_size"": 1, ""count"": 25, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6597, ""map"": ""d711"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2732, ""region_name"": ""d711 / Red Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6598, ""map"": ""d711"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2733, ""region_name"": ""d711 / Black Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6601, ""map"": ""d713"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2736, ""region_name"": ""d713 / Red Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6602, ""map"": ""d713"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2737, ""region_name"": ""d713 / Black Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6603, ""map"": ""d713"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2738, ""region_name"": ""d713 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6604, ""map"": ""d714"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2739, ""region_name"": ""d714 / Red Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6605, ""map"": ""d714"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2740, ""region_name"": ""d714 / Black Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6606, ""map"": ""d714"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2741, ""region_name"": ""d714 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	fail	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					125	Red Boar	"{""index"": 6607, ""map"": ""D715"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2742, ""region_name"": ""D715 / Red Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					127	Black Boar	"{""index"": 6608, ""map"": ""D715"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2743, ""region_name"": ""D715 / Black Boar Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					293	Twin Tail Scorpion	"{""index"": 6609, ""map"": ""D715"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2744, ""region_name"": ""D715 / Twin Tail Scorpion Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					89	Numa Grunt	"{""index"": 6610, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 280}, ""region_index"": 2745, ""region_name"": ""41 / Numa Grunt Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					89	Numa Grunt	"{""index"": 6611, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 105}, ""region_index"": 2746, ""region_name"": ""41 / Numa Grunt Spawn"", ""region_size"": 1, ""count"": 55, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					89	Numa Grunt	"{""index"": 6612, ""map"": ""41"", ""xy"": {""x"": 110, ""y"": 280}, ""region_index"": 2747, ""region_name"": ""41 / Numa Grunt Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					162	Numa High Mage	"{""index"": 6613, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 280}, ""region_index"": 2748, ""region_name"": ""41 / Numa High Mage Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					162	Numa High Mage	"{""index"": 6614, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 105}, ""region_index"": 2749, ""region_name"": ""41 / Numa High Mage Spawn"", ""region_size"": 1, ""count"": 55, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					162	Numa High Mage	"{""index"": 6615, ""map"": ""41"", ""xy"": {""x"": 110, ""y"": 280}, ""region_index"": 2750, ""region_name"": ""41 / Numa High Mage Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					279	Sand Golem	"{""index"": 6616, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 280}, ""region_index"": 2751, ""region_name"": ""41 / Sand Golem Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					279	Sand Golem	"{""index"": 6617, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 105}, ""region_index"": 2752, ""region_name"": ""41 / Sand Golem Spawn"", ""region_size"": 1, ""count"": 55, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					279	Sand Golem	"{""index"": 6618, ""map"": ""41"", ""xy"": {""x"": 110, ""y"": 280}, ""region_index"": 2753, ""region_name"": ""41 / Sand Golem Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					95	Cursed Cactus	"{""index"": 6619, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 280}, ""region_index"": 2754, ""region_name"": ""41 / Cursed Cactus Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					95	Cursed Cactus	"{""index"": 6620, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 105}, ""region_index"": 2755, ""region_name"": ""41 / Cursed Cactus Spawn"", ""region_size"": 1, ""count"": 55, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					95	Cursed Cactus	"{""index"": 6621, ""map"": ""41"", ""xy"": {""x"": 110, ""y"": 280}, ""region_index"": 2756, ""region_name"": ""41 / Cursed Cactus Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					292	Dust Devil	"{""index"": 6622, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 280}, ""region_index"": 2757, ""region_name"": ""41 / Dust Devil Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					292	Dust Devil	"{""index"": 6623, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 105}, ""region_index"": 2758, ""region_name"": ""41 / Dust Devil Spawn"", ""region_size"": 1, ""count"": 55, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					292	Dust Devil	"{""index"": 6624, ""map"": ""41"", ""xy"": {""x"": 110, ""y"": 280}, ""region_index"": 2759, ""region_name"": ""41 / Dust Devil Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					279	Sand Golem	"{""index"": 6625, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 280}, ""region_index"": 2760, ""region_name"": ""41 / Sand Golem Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					279	Sand Golem	"{""index"": 6626, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 105}, ""region_index"": 2761, ""region_name"": ""41 / Sand Golem Spawn"", ""region_size"": 1, ""count"": 55, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					279	Sand Golem	"{""index"": 6627, ""map"": ""41"", ""xy"": {""x"": 110, ""y"": 280}, ""region_index"": 2762, ""region_name"": ""41 / Sand Golem Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					92	Sand Shark	"{""index"": 6628, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 280}, ""region_index"": 2763, ""region_name"": ""41 / Sand Shark Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					92	Sand Shark	"{""index"": 6629, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 105}, ""region_index"": 2764, ""region_name"": ""41 / Sand Shark Spawn"", ""region_size"": 1, ""count"": 55, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					92	Sand Shark	"{""index"": 6630, ""map"": ""41"", ""xy"": {""x"": 110, ""y"": 280}, ""region_index"": 2765, ""region_name"": ""41 / Sand Shark Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					92	Sand Shark	"{""index"": 6631, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 280}, ""region_index"": 2766, ""region_name"": ""41 / Sand Shark Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					92	Sand Shark	"{""index"": 6632, ""map"": ""41"", ""xy"": {""x"": 285, ""y"": 105}, ""region_index"": 2767, ""region_name"": ""41 / Sand Shark Spawn"", ""region_size"": 1, ""count"": 55, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					92	Sand Shark	"{""index"": 6633, ""map"": ""41"", ""xy"": {""x"": 110, ""y"": 280}, ""region_index"": 2768, ""region_name"": ""41 / Sand Shark Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					89	Numa Grunt	"{""index"": 6634, ""map"": ""42"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2769, ""region_name"": ""42 / Numa Grunt Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					162	Numa High Mage	"{""index"": 6635, ""map"": ""42"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2770, ""region_name"": ""42 / Numa High Mage Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					279	Sand Golem	"{""index"": 6636, ""map"": ""42"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2771, ""region_name"": ""42 / Sand Golem Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
					95	Cursed Cactus	"{""index"": 6637, ""map"": ""42"", ""xy"": {""x"": 200, ""y"": 200}, ""region_index"": 2772, ""region_name"": ""42 / Cursed Cactus Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	zircon-only-refresh-no-exact-plan-match	zircon-only	source plan has count but no radius/range field; do not infer write target
