hero_kill_monster_id	hero_kill_monster_name	legacy_atlas_entry	hero_kill_definition	current_monster_info	zircon_catalog_entry	image_shape_evidence	evidence_status	mapping_is_identity_not_translation
252	诺玛00	"{""index"": 252, ""name"": ""诺玛00"", ""level"": ""35"", ""hp"": ""500"", ""dc"": ""29-46"", ""exp"": ""340"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 252, ""Name"": ""诺玛00"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 18, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 18, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
253	诺玛07	"{""index"": 253, ""name"": ""诺玛07"", ""level"": ""42"", ""hp"": ""1900"", ""dc"": ""33-55"", ""exp"": ""900"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 253, ""Name"": ""诺玛07"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 18, ""Level"": 42, ""HP"": 1900, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 18, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
254	诺玛08	"{""index"": 254, ""name"": ""诺玛08"", ""level"": ""45"", ""hp"": ""3200"", ""dc"": ""44-66"", ""exp"": ""1500"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 254, ""Name"": ""诺玛08"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 18, ""Level"": 45, ""HP"": 3200, ""Exp"": 1500, ""ACMin"": 7, ""ACMax"": 7, ""MAC"": 15, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 18, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
255	诺玛09	"{""index"": 255, ""name"": ""诺玛09"", ""level"": ""48"", ""hp"": ""5000"", ""dc"": ""55-77"", ""exp"": ""2200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 255, ""Name"": ""诺玛09"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 18, ""Level"": 48, ""HP"": 5000, ""Exp"": 2200, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 55, ""DCMax"": 77, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 18, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
256	诺玛1	"{""index"": 256, ""name"": ""诺玛1"", ""level"": ""35"", ""hp"": ""500"", ""dc"": ""29-46"", ""exp"": ""340"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 256, ""Name"": ""诺玛1"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 122, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 122, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
257	诺玛10	"{""index"": 257, ""name"": ""诺玛10"", ""level"": ""35"", ""hp"": ""500"", ""dc"": ""29-46"", ""exp"": ""340"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 257, ""Name"": ""诺玛10"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 122, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 122, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
258	诺玛17	"{""index"": 258, ""name"": ""诺玛17"", ""level"": ""42"", ""hp"": ""1900"", ""dc"": ""33-55"", ""exp"": ""900"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 258, ""Name"": ""诺玛17"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 122, ""Level"": 42, ""HP"": 1900, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 122, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
259	诺玛18	"{""index"": 259, ""name"": ""诺玛18"", ""level"": ""45"", ""hp"": ""3200"", ""dc"": ""44-66"", ""exp"": ""1500"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 259, ""Name"": ""诺玛18"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 122, ""Level"": 45, ""HP"": 3200, ""Exp"": 1500, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 15, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 122, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
260	诺玛19	"{""index"": 260, ""name"": ""诺玛19"", ""level"": ""48"", ""hp"": ""5000"", ""dc"": ""55-77"", ""exp"": ""2200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 260, ""Name"": ""诺玛19"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 122, ""Level"": 48, ""HP"": 5000, ""Exp"": 2200, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 55, ""DCMax"": 77, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 122, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
261	诺玛2	"{""index"": 261, ""name"": ""诺玛2"", ""level"": ""35"", ""hp"": ""500"", ""dc"": ""29-46"", ""exp"": ""340"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 261, ""Name"": ""诺玛2"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 128, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 128, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
262	诺玛20	"{""index"": 262, ""name"": ""诺玛20"", ""level"": ""35"", ""hp"": ""500"", ""dc"": ""29-46"", ""exp"": ""340"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 262, ""Name"": ""诺玛20"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 128, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 128, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
263	诺玛27	"{""index"": 263, ""name"": ""诺玛27"", ""level"": ""60"", ""hp"": ""4900"", ""dc"": ""33-55"", ""exp"": ""1600"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 263, ""Name"": ""诺玛27"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 128, ""Level"": 60, ""HP"": 4900, ""Exp"": 1600, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 128, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
264	诺玛28	"{""index"": 264, ""name"": ""诺玛28"", ""level"": ""60"", ""hp"": ""5000"", ""dc"": ""44-66"", ""exp"": ""1900"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 264, ""Name"": ""诺玛28"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 128, ""Level"": 60, ""HP"": 5000, ""Exp"": 1900, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 15, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 128, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
265	诺玛29	"{""index"": 265, ""name"": ""诺玛29"", ""level"": ""50"", ""hp"": ""6000"", ""dc"": ""55-77"", ""exp"": ""2200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 265, ""Name"": ""诺玛29"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 128, ""Level"": 50, ""HP"": 6000, ""Exp"": 2200, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 55, ""DCMax"": 77, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 128, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
266	诺玛3	"{""index"": 266, ""name"": ""诺玛3"", ""level"": ""35"", ""hp"": ""500"", ""dc"": ""29-46"", ""exp"": ""340"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 266, ""Name"": ""诺玛3"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 129, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 129, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
267	诺玛30	"{""index"": 267, ""name"": ""诺玛30"", ""level"": ""35"", ""hp"": ""500"", ""dc"": ""29-46"", ""exp"": ""340"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 267, ""Name"": ""诺玛30"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 129, ""Level"": 35, ""HP"": 500, ""Exp"": 340, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 46, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 129, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
268	诺玛37	"{""index"": 268, ""name"": ""诺玛37"", ""level"": ""42"", ""hp"": ""1900"", ""dc"": ""33-55"", ""exp"": ""900"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 268, ""Name"": ""诺玛37"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 129, ""Level"": 42, ""HP"": 1900, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 129, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
269	诺玛38	"{""index"": 269, ""name"": ""诺玛38"", ""level"": ""60"", ""hp"": ""5000"", ""dc"": ""44-66"", ""exp"": ""2500"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 269, ""Name"": ""诺玛38"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 129, ""Level"": 60, ""HP"": 5000, ""Exp"": 2500, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 15, ""DCMin"": 44, ""DCMax"": 66, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 129, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
270	诺玛39	"{""index"": 270, ""name"": ""诺玛39"", ""level"": ""60"", ""hp"": ""5000"", ""dc"": ""55-77"", ""exp"": ""2200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 270, ""Name"": ""诺玛39"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 129, ""Level"": 60, ""HP"": 5000, ""Exp"": 2200, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 55, ""DCMax"": 77, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 129, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
271	诺玛城门	"{""index"": 271, ""name"": ""诺玛城门"", ""level"": ""100"", ""hp"": ""1"", ""dc"": ""0-0"", ""exp"": ""20000"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 271, ""Name"": ""诺玛城门"", ""Appr"": 111, ""Race"": 98, ""RaceImg"": 538, ""Level"": 100, ""HP"": 1, ""Exp"": 20000, ""ACMin"": 50, ""ACMax"": 50, ""MAC"": 150, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 111, ""race"": 98, ""race_img"": 538, ""library_file"": ""Mon-11.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
272	诺玛法老	"{""index"": 272, ""name"": ""诺玛法老"", ""level"": ""35"", ""hp"": ""490"", ""dc"": ""30-42"", ""exp"": ""330"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 272, ""Name"": ""诺玛法老"", ""Appr"": 204, ""Race"": 19, ""RaceImg"": 13, ""Level"": 35, ""HP"": 490, ""Exp"": 330, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 9, ""DCMin"": 30, ""DCMax"": 42, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 204, ""race"": 19, ""race_img"": 13, ""library_file"": ""Mon-20.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
273	诺玛法老0	"{""index"": 273, ""name"": ""诺玛法老0"", ""level"": ""35"", ""hp"": ""490"", ""dc"": ""30-42"", ""exp"": ""330"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 273, ""Name"": ""诺玛法老0"", ""Appr"": 204, ""Race"": 19, ""RaceImg"": 13, ""Level"": 35, ""HP"": 490, ""Exp"": 330, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 9, ""DCMin"": 30, ""DCMax"": 42, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 204, ""race"": 19, ""race_img"": 13, ""library_file"": ""Mon-20.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
274	诺玛法老7	"{""index"": 274, ""name"": ""诺玛法老7"", ""level"": ""44"", ""hp"": ""2400"", ""dc"": ""38-60"", ""exp"": ""1100"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 274, ""Name"": ""诺玛法老7"", ""Appr"": 204, ""Race"": 19, ""RaceImg"": 13, ""Level"": 44, ""HP"": 2400, ""Exp"": 1100, ""ACMin"": 9, ""ACMax"": 9, ""MAC"": 16, ""DCMin"": 38, ""DCMax"": 60, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 204, ""race"": 19, ""race_img"": 13, ""library_file"": ""Mon-20.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
275	诺玛法老8	"{""index"": 275, ""name"": ""诺玛法老8"", ""level"": ""47"", ""hp"": ""3700"", ""dc"": ""49-71"", ""exp"": ""1700"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 275, ""Name"": ""诺玛法老8"", ""Appr"": 204, ""Race"": 19, ""RaceImg"": 13, ""Level"": 47, ""HP"": 3700, ""Exp"": 1700, ""ACMin"": 11, ""ACMax"": 11, ""MAC"": 19, ""DCMin"": 49, ""DCMax"": 71, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 204, ""race"": 19, ""race_img"": 13, ""library_file"": ""Mon-20.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
276	诺玛法老9	"{""index"": 276, ""name"": ""诺玛法老9"", ""level"": ""60"", ""hp"": ""6000"", ""dc"": ""60-82"", ""exp"": ""2400"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 276, ""Name"": ""诺玛法老9"", ""Appr"": 204, ""Race"": 19, ""RaceImg"": 13, ""Level"": 60, ""HP"": 6000, ""Exp"": 2400, ""ACMin"": 13, ""ACMax"": 13, ""MAC"": 21, ""DCMin"": 60, ""DCMax"": 82, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 204, ""race"": 19, ""race_img"": 13, ""library_file"": ""Mon-20.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
277	诺玛斧兵	"{""index"": 277, ""name"": ""诺玛斧兵"", ""level"": ""60"", ""hp"": ""8800"", ""dc"": ""120-220"", ""exp"": ""2500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 277, ""Name"": ""诺玛斧兵"", ""Appr"": 128, ""Race"": 19, ""RaceImg"": 185, ""Level"": 60, ""HP"": 8800, ""Exp"": 2500, ""ACMin"": 39, ""ACMax"": 39, ""MAC"": 86, ""DCMin"": 120, ""DCMax"": 220, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 128, ""race"": 19, ""race_img"": 185, ""library_file"": ""Mon-12.wil"", ""frame"": 8040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
278	诺玛将士0	"{""index"": 278, ""name"": ""诺玛将士0"", ""level"": ""35"", ""hp"": ""540"", ""dc"": ""29-50"", ""exp"": ""380"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 278, ""Name"": ""诺玛将士0"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 17, ""Level"": 35, ""HP"": 540, ""Exp"": 380, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 7, ""DCMin"": 29, ""DCMax"": 50, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 17, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
279	诺玛将士7	"{""index"": 279, ""name"": ""诺玛将士7"", ""level"": ""44"", ""hp"": ""2700"", ""dc"": ""38-66"", ""exp"": ""1300"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 279, ""Name"": ""诺玛将士7"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 17, ""Level"": 44, ""HP"": 2700, ""Exp"": 1300, ""ACMin"": 10, ""ACMax"": 10, ""MAC"": 17, ""DCMin"": 38, ""DCMax"": 66, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 17, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
