website_skill_id	website_skill_name	website_class	website_image	website_image_evidence	source_description	zircon_index	zircon_name	zircon_class	zircon_description	catalog_evidence	icon	icon_evidence	match_method	match_evidence	confidence	status	skip_reason	business_index_untouched	apply_status
skill-道士-灵魂火符	灵魂火符	道士	../images/skill/pic/do04.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do04.gif"",""bytes"":2187,""sha256"":""7047aaf41a2fdb5f80db851615f8608bda4afc8b8afa6fd677a58ba3b091f8bc"",""width"":66,""height"":95,""mode"":""P"",""frames"":1,""format"":""GIF""}"	将具有爆发力的护身符发向敌人的魔法。虽然攻击力没有法师强大，但可在远距离攻击或引诱敌人，与其它魔法相结合使用，会得到多样效果。 - 1等级 : 13级开始可以修炼 - 2等级 : 15级开始可以修炼 - 3等级 : 17级开始可以修炼	62	Explosive Talisman	Taoist	Throws an explosive talisman at the enemy. Its power is increased when used with a Dark Talisman.  Its damage increases with training.	"[{""legacy_id"":13,""tag"":""both"",""target"":""Explosive Talisman (id=62)"",""current_index"":62}]"	24	"{""status"":""present"",""icon"":24,""header"":{""index"":24,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-月魂断玉	月魂断玉	道士	../images/skill/pic/do14.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do14.gif"",""bytes"":5686,""sha256"":""404ad663b3e49ac2ca52b3a22dc0ea5eefd6f88f715ea3918d69ca8249b00a44"",""width"":104,""height"":79,""mode"":""P"",""frames"":1,""format"":""GIF""}"	古人在与邪恶的怪物进行战斗过程中创建的魔法。将体内的内功凝聚起来向外放射，威力虽不大，但是不会消耗护身符，对付死者系列的怪物很有效。 - 1等级 : 14级开始可以修炼 - 2等级 : 16级开始可以修炼 - 3等级 : 18级开始可以修炼	63	Evil Slayer	Taoist	Harness the holy energy in your hands to throw at your enemy. Its power is increased when used with a Holy Talisman. Its damage increases with training.	"[{""legacy_id"":37,""tag"":""both"",""target"":""Evil Slayer (id=63)"",""current_index"":63}]"	72	"{""status"":""present"",""icon"":72,""header"":{""index"":72,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-召唤骷髅	召唤骷髅	道士	../images/skill/pic/do07.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do07.gif"",""bytes"":6949,""sha256"":""210f38277f179e39e7b7758daac0da5bee218d3160c8c2db92fc5c1322597fd6"",""width"":104,""height"":168,""mode"":""P"",""frames"":1,""format"":""GIF""}"	利用强大的精神力，召唤那些死去的灵魂。被召唤的灵魂是骷髅的形状，帮助道士一起抵抗怪物。被召唤的骷髅也会成长，到了一定程度就会发挥出非常的威力。 - 1等级 : 17级开始可以修炼 - 2等级 : 19级开始可以修炼 - 3等级 : 21级开始可以修炼	130	Summon Skeleton	Taoist	By inserting your body's energy into the talisman, you summon a powerful spirit to fight for you. The strength of your summoned spirit increases with training.	"[{""legacy_id"":17,""tag"":""both"",""target"":""Summon Skeleton (id=130)"",""current_index"":130}]"	32	"{""status"":""present"",""icon"":32,""header"":{""index"":32,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-隐身术	隐身术	道士	../images/skill/pic/do09.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do09.gif"",""bytes"":3764,""sha256"":""22d8969daa34bca92fafdb648434729c764d032b9240d71a2a3fa4171b6e6b51"",""width"":104,""height"":161,""mode"":""P"",""frames"":1,""format"":""GIF""}"	一时隐藏自己，躲避怪物的独特技术，被很多怪物包围时，非常有用。但是只能对那些有视觉，嗅觉的怪物有效，对楔蛾这样的敏感怪物发挥不了效果。精神力越强持续的时间也越持久。 - 1等级 : 20级开始可以修炼 - 2等级 : 22级开始可以修炼 - 3等级 : 24级开始可以修炼	64	Invisibility	Taoist	Temporarily hide yourself, vanishing from your enemy's sight.  Its duration increases with training.	"[{""legacy_id"":18,""tag"":""changed"",""target"":""Invisibility (id=64)"",""current_index"":64}]"	34	"{""status"":""present"",""icon"":34,""header"":{""index"":34,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-幽灵盾	幽灵盾	道士	../images/skill/pic/do05.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do05.gif"",""bytes"":7700,""sha256"":""3b9c9159187f3940e4fcee816fa87277ff63427601cd9ab13e5caaa3615d5752"",""width"":104,""height"":122,""mode"":""P"",""frames"":1,""format"":""GIF""}"	利用体内的真气，防御外来的攻击。远距离驱使护身符，除了自己以外还能提高周围其他人的魔法防御能力。 - 1等级 : 21级开始可以修炼 - 2等级 : 23级开始可以修炼 - 3等级 : 25级开始可以修炼	65	Magic Resistance	Taoist	Using your body's energy, you increase your resistance to magic. The resistance bonus and duration of the effect increases with training.	"[{""legacy_id"":14,""tag"":""changed"",""target"":""Magic Resistance (id=65)"",""current_index"":65}]"	26	"{""status"":""present"",""icon"":26,""header"":{""index"":26,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-集体隐身术	集体隐身术	道士	../images/skill/pic/do10.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do10.gif"",""bytes"":7268,""sha256"":""c650a0064b086e0d5c95c9a402235a38507795023d1d8b0201f9c90f41420e89"",""width"":104,""height"":161,""mode"":""P"",""frames"":1,""format"":""GIF""}"	是隐身术的更高境界，除了自己以外还可隐藏别人。将护身符扔掷在某目标地，会以此地方为中心一定范围之内的人们都能获得隐身效果。最多能隐藏9名，其效果和隐身术一样。精神力越强魔法的持续时间也越长。 - 1等级 : 23级开始可以修炼 - 2等级 : 25级开始可以修炼 - 3等级 : 27级开始可以修炼	66	Mass Invisibility	Taoist	An advanced invisibility technique that allows you to hide everyone in a fixed area(3x3). Its duration increases with training.	"[{""legacy_id"":19,""tag"":""changed"",""target"":""Mass Invisibility (id=66)"",""current_index"":66}]"	36	"{""status"":""present"",""icon"":36,""header"":{""index"":36,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-月魂灵波	月魂灵波	道士	../images/skill/pic/do15.jpg	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do15.jpg"",""bytes"":23443,""sha256"":""f4eb79fff5c00099f5459ea49780c264d350410f3d9017b1ec3109eb64d80129"",""width"":104,""height"":120,""mode"":""RGB"",""frames"":1,""format"":""JPEG""}"	月魂断玉更高境界的魔法。凝聚体内的真气，放射更具破坏力的魔法。与月魂断玉一样，对死者系列怪物更有效。 - 1等级 : 24级开始可以修炼 - 2等级 : 26级开始可以修炼 - 3等级 : 28级开始可以修炼	67	Greater Evil Slayer	Taoist	A spell that is more powerful than the Holy Strike. Its damage increases with training, and even more so if used with a Holy Talisman.	"[{""legacy_id"":38,""tag"":""changed"",""target"":""Greater Evil Slayer (id=67)"",""current_index"":67}]"	74	"{""status"":""present"",""icon"":74,""header"":{""index"":74,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-神圣战甲术	神圣战甲术	道士	../images/skill/pic/do06.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do06.gif"",""bytes"":10888,""sha256"":""352766f36b2511c40f2c5fd1f9c6c998bcef2d8808f45135d210905ffe270605"",""width"":104,""height"":135,""mode"":""P"",""frames"":1,""format"":""GIF""}"	将大自然的真气吸收到任的体内，在一定时间内提高防御力。集体打猎时，给进行格斗的战士使用此魔法，会有很好的效果。 - 1等级 : 25级开始可以修炼 - 2等级 : 27级开始可以修炼 - 3等级 : 29级开始可以修炼	68	Resilience	Taoist	Using your body's energy, you increase your defense against physical attacks. Its duration and defense bonus increases with training.	"[{""legacy_id"":15,""tag"":""changed"",""target"":""Resilience (id=68)"",""current_index"":68}]"	28	"{""status"":""present"",""icon"":28,""header"":{""index"":28,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-困魔咒	困魔咒	道士	../images/skill/pic/do08.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do08.gif"",""bytes"":12834,""sha256"":""a7a206775887287a2e3c6560ad3015e1d486403ef6158655c2817a5b0108fd62"",""width"":104,""height"":161,""mode"":""P"",""frames"":1,""format"":""GIF""}"	使用护身符，在一定范围内困住敌人。被限制于咒语中的怪物与外界隔离开，只能在圈内徘徊。但是，只要谁进入圈内或攻击圈内的怪物，里面的怪物就会恢复知觉，困魔咒将失效。困魔咒维持一定时间之后将会自动消失，精神力越强，持续时间也越长。 - 1等级 : 27级开始可以修炼 - 2等级 : 29级开始可以修炼 - 3等级 : 31级开始可以修炼	69	Trap Octagon	Taoist	A spell that uses a talisman to trap enemies in a small area. Its duration increases with training.	"[{""legacy_id"":16,""tag"":""changed"",""target"":""Trap Octagon (id=69)"",""current_index"":69}]"	30	"{""status"":""present"",""icon"":30,""header"":{""index"":30,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-空拳刀法	空拳刀法	道士	../images/skill/pic/do16.jpg	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do16.jpg"",""bytes"":20576,""sha256"":""8135f592a81ab19b3acf044de14bd50ffce7ac9c1ce81eac27430523812ea862"",""width"":104,""height"":121,""mode"":""RGB"",""frames"":1,""format"":""JPEG""}"	身无寸铁的道士可以使用空拳刀法突破怪物的包围。旋转全身，踢开敌人，使用体内的真气推开周围的敌人。没有厚实的内功是无法使用此魔法的。 - 1等级 : 28级开始可以修炼 - 2等级 : 30级开始可以修炼 - 3等级 : 32级开始可以修炼	70	Combat Kick	Taoist	Kick your enemies away from you. Its damage and chance to push back your enemies increases with training.	"[{""legacy_id"":36,""tag"":""changed"",""target"":""Combat Kick (id=70)"",""current_index"":70}]"	70	"{""status"":""present"",""icon"":70,""header"":{""index"":70,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-召唤神兽	召唤神兽	道士	../images/skill/pic/do13.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do13.gif"",""bytes"":4583,""sha256"":""a8be6b1df53f4924cb8a2003e4d25248498848e5b8657366f94c8d1a27175b85"",""width"":104,""height"":170,""mode"":""P"",""frames"":1,""format"":""GIF""}"	通过强大的精神力打通神界之路，召唤神兽。被召唤的神兽会区分是非，嘴里喷出的火花可以烧毁邪恶之气。平时四脚走路，在召唤自己的道士周围徘徊，但是一有敌人出现就会变得非常勇猛。 - 1等级 : 30级开始可以修炼 - 2等级 : 32级开始可以修炼 - 3等级 : 34级开始可以修炼	133	Summon Shinsu	Taoist	By focusing your body's energy onto a talisman, you call upon the Holy Beasts to fight for you. The strength of the Holy Beast increases with training.	"[{""legacy_id"":30,""tag"":""both"",""target"":""Summon Shinsu (id=133)"",""current_index"":133}]"	58	"{""status"":""present"",""icon"":58,""header"":{""index"":58,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-群体治愈术	群体治愈术	道士	../images/skill/pic/do12.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do12.gif"",""bytes"":8517,""sha256"":""9a03010117d358fcb2ce165bce18a8d3d6999822bc1540ba676144f6a685b7a6"",""width"":104,""height"":135,""mode"":""P"",""frames"":1,""format"":""GIF""}"	同时治愈多数人，但也正因如此消耗的真气也多，不能经常使用。遇到紧急情况，为了拯救自己的同伴，道士们还是会不顾自己的安危使用群体治愈术，是最能体现道士大公无私精神的魔法。 - 1等级 : 31级开始可以修炼 - 2等级 : 33级开始可以修炼 - 3等级 : 35级开始可以修炼	72	Mass Heal	Taoist	A spell that heals multiple people within a fixed area(5x5) tiles at the same time. The amount healed increases with training.	"[{""legacy_id"":29,""tag"":""changed"",""target"":""Mass Heal (id=72)"",""current_index"":72}]"	56	"{""status"":""present"",""icon"":56,""header"":{""index"":56,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-超强召唤骷髅	超强召唤骷髅	道士	../images/skill/pic/do07.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do07.gif"",""bytes"":6949,""sha256"":""210f38277f179e39e7b7758daac0da5bee218d3160c8c2db92fc5c1322597fd6"",""width"":104,""height"":168,""mode"":""P"",""frames"":1,""format"":""GIF""}"	长时间苦心修炼的道士可以召唤更多守护神。使用超强召唤骷髅，可在已经召唤骷髅和神兽的情况下，还能再召唤骷髅。因为道士的灵魂系列魔法的一部分转变为最后骷髅的攻击力，所以比之前召唤的骷髅更具力量。 - 1等级 : 33级开始可以修炼 - 2等级 : 35级开始可以修炼 - 3等级 : 37级开始可以修炼	132	Summon Jin Skeleton	Taoist	By focusing your body's energy onto a talisman, you summon a mighty spirit to fight for you. You may use this Mu-Gong even if you have already summoned a Holy Beast or a Skeleton. The strength of the mighty spirit increases with training.	"[{""legacy_id"":105,""tag"":""both"",""target"":""Summon Jin Skeleton (id=132)"",""current_index"":132}]"	208	"{""status"":""present"",""icon"":208,""header"":{""index"":208,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-猛虎强势	猛虎强势	道士	../images/skill/pic/do20.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do20.gif"",""bytes"":5972,""sha256"":""d72628cd300b154fb964a702822a3f8c79dbd65b7e9a5daa7ad8e9fcba4e8ff1"",""width"":104,""height"":131,""mode"":""P"",""frames"":1,""format"":""GIF""}"	猛虎强势通过给对方赋予强有力的战斗精神和力量，按照设定的攻击模式，以道士所在的位置为中心在一定范围之内的人，提高破坏力。 - 1等级 : 34级开始可以修炼 - 2等级 : 36级开始可以修炼 - 3等级 : 38级开始可以修炼	73	Blood Lust	Taoist	Use your body's energy to increase the attack of yourself or others. Its duration and damage bonus increases with training.	"[{""legacy_id"":94,""tag"":""changed"",""target"":""Blood Lust (id=73)"",""current_index"":73}]"	186	"{""status"":""present"",""icon"":186,""header"":{""index"":186,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-回生术	回生术	道士	../images/skill/pic/do17.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/do17.gif"",""bytes"":6509,""sha256"":""15c492482a4bee6c792e406c234341244f487622efbd7f33c2b8454a2c1bb97c"",""width"":104,""height"":128,""mode"":""P"",""frames"":1,""format"":""GIF""}"	道士们通过长时间的修炼，对生命有了更深的理解，大慈大悲。到达这种境界的道士就可以修炼起死回生之魔法，这就是回生术。使用回生术，必须要有 '苏醒护身符'。 - 1等级 : 35级开始可以修炼 - 2等级 : 37级开始可以修炼 - 3等级 : 39级开始可以修炼	74	Resurrection	Taoist	Revive the dead by using a Talisman of Soul. The chance to revive increases with training.	"[{""legacy_id"":77,""tag"":""changed"",""target"":""Resurrection (id=74)"",""current_index"":74}]"	152	"{""status"":""present"",""icon"":152,""header"":{""index"":152,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-云寂术	云寂术	道士	../images/skill/pic/4do01.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/4do01.gif"",""bytes"":7372,""sha256"":""6211f84e835517a21ecd8d17486a20a68b79ad52505d8d5adffb7bfd75d5eca1"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	云寂术，激发人体内的真性，回复赤子般无暇的心灵。当外界的任何干扰只如过眼云烟一般时，人的本性才能被真正发挥。像道士大多辅助技能一样，于人于己都能显现出作用。 - 1等级 : 38级开始可以修炼 - 2等级 : 41级开始可以修炼 - 3等级 : 44级开始可以修炼	75	Purification	Taoist	Removes all magical and skill effects. Not only does it remove poison and paralysis, but any ability enhancement effects also.	"[{""legacy_id"":120,""tag"":""changed"",""target"":""Purification (id=75)"",""current_index"":75}]"	238	"{""status"":""present"",""icon"":238,""header"":{""index"":238,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-移花接玉	移花接玉	道士	../images/skill/pic/4do02.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/4do02.gif"",""bytes"":9874,""sha256"":""a003455560d2d24d7ad4f88ccb1b53fd900407de5c5c6ba66097bcd2360d6b96"",""width"":126,""height"":145,""mode"":""P"",""frames"":1,""format"":""GIF""}"	移花接玉，无数人始终坚信“存在必合理”的道理。当道士的破坏力被认定不再重要的时刻，一位前辈高人发明了这种技能。将自身的部分破坏转移到召唤怪物身上，弥补了两方面的遗憾。这个技能又是那么符合道士“舍身为他”的精神，所以广而流传。 - 1等级 : 40级开始可以修炼 - 2等级 : 42级开始可以修炼 - 3等级 : 44级开始可以修炼					"[{""legacy_id"":123,""tag"":""old-only"",""target"":""老版特有技能，Zircon 无对应"",""current_index"":null}]"		"{""status"":""not-mapped""}"	catalog-crossref-without-closed-current-icon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	pending	investigate	catalog has a legacy-only or unresolved current mapping	True	retain-current
skill-道士-妙影无踪	妙影无踪	道士	../images/skill/pic/4do03.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/4do03.gif"",""bytes"":7049,""sha256"":""915ff611b5f1e69abdaccaee40f53343bd240518beeddc27c0a9789a370d50a8"",""width"":128,""height"":123,""mode"":""P"",""frames"":1,""format"":""GIF""}"	妙影无踪，道家与世无争，但伤害不可避免地降临时，如何能既保全自己又不祸及他人？妙影无踪是隐身术的进阶魔法，它将道士运用幻术的能力最大幅度的提高。除了躲开各种怪物的视觉和嗅觉监视外，幻术迷雾造成的影响使人类的眼睛也不辩真伪。 - 1等级 : 43级开始可以修炼 - 2等级 : 45级开始可以修炼 - 3等级 : 47级开始可以修炼	76	Transparency	Taoist	You become invisible to monsters and other players. Its duration increases with training.	"[{""legacy_id"":121,""tag"":""changed"",""target"":""Transparency (id=76)"",""current_index"":76}]"	240	"{""status"":""present"",""icon"":240,""header"":{""index"":240,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
skill-道士-阴阳法环	阴阳法环	道士	../images/skill/pic/4do04.gif	"{""present"":true,""path"":""/home/tetsuya/development/mir3-website/images/skill/pic/4do04.gif"",""bytes"":9425,""sha256"":""2a75fe7d4f843ae76bc03d1b310550926d86efe1af340bb0eac828dec2ec1634"",""width"":128,""height"":123,""mode"":""P"",""frames"":1,""format"":""GIF""}"	阴阳法环，人体为阴阳两气的调和，如何化阴阳两气为两个极端保护肉身成为历代道家真人的钻研目标。阴阳法环是道家代代杰出人士经前仆后继而创造的技能。当人体遭受致命打击以后，环绕人身的阴阳两气化为实质护架保命。被击散的两气同时回归人身并回复少量HP。 - 1等级 : 46级开始可以修炼 - 2等级 : 47级开始可以修炼 - 3等级 : 50级开始可以修炼	49	Renounce	Wizard	A spell that sacrifices your HP to increase your Spell Power for a fixed period of time.  The Spell Power bonus increases with training.	"[{""legacy_id"":122,""tag"":""changed"",""target"":""Renounce (id=49)"",""current_index"":49}]"	222	"{""status"":""present"",""icon"":222,""header"":{""index"":222,""width"":36,""height"":36,""offsetX"":-24,""offsetY"":-16},""library"":""MIcon.Zl""}"	website-name-class-plus-independent-catalog-crossref-plus-MIcon	"[""website skills.json name/class/description"",""catalog-skills.html legacy cross-reference"",""MagicInfo Name/Class/Description"",""MIcon.Zl header probe""]"	high	confirmed		True	display-name-plan-only
