movement_index	source_map_id	source_file	source_description	source_region_index	source_region_description	source_x	source_y	source_walkable	source_in_bounds	source_map_relation	icon	need_item	required_class	raw_destination_map	raw_destination_region	resolved_destination_map	resolved_destination_file	destination_x	destination_y	destination_walkable	destination_in_bounds	destination_map_relation	directionality	source_of_truth	confidence	status	reason
3534	868	D434	北部地下2层采矿所	4213	Teleport Source	82	69	True	True	exact	None		All	D434_001	4214	D434_001	D434_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3535	868	D434	北部地下2层采矿所	4215	Teleport Source	150	186	True	True	exact	None		All	D434_001	4216	D434_001	D434_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3536	868	D434	北部地下2层采矿所	4217	Teleport Source	78	152	True	True	exact	None		All	D434_001	4218	D434_001	D434_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3537	868	D434	北部地下2层采矿所	4219	Teleport Source	104	99	True	True	exact	None		All	D434_001	4220	D434_001	D434_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3538	871	D435	北部矿石储藏所	4221	Teleport Source	82	154	True	True	exact	None		All	D435_001	4222	D435_001	D435_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3539	871	D435	北部矿石储藏所	4223	Teleport Source	176	61	True	True	exact	None		All	D435_001	4224	D435_001	D435_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3540	871	D435	北部矿石储藏所	4225	Teleport Source	80	153	True	True	exact	None		All	D435_001	4226	D435_001	D435_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3541	871	D435	北部矿石储藏所	4227	Teleport Source	69	95	True	True	exact	None		All	D435_001	4228	D435_001	D435_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3542	871	D435	北部矿石储藏所	4229	Teleport Source	128	100	True	True	exact	None		All	D435_001	4230	D435_001	D435_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3543	873	D436	北部废矿南面洞穴	4231	Teleport Source	142	134	True	True	exact	None		All	D436_001	4232	D436_001	D436_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3544	873	D436	北部废矿南面洞穴	4233	Teleport Source	152	17	True	True	exact	None		All	D436_001	4234	D436_001	D436_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3545	873	D436	北部废矿南面洞穴	4235	Teleport Source	122	79	True	True	exact	None		All	D436_001	4236	D436_001	D436_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3546	873	D436	北部废矿南面洞穴	4237	Teleport Source	85	60	True	True	exact	None		All	D436_001	4238	D436_001	D436_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3547	873	D436	北部废矿南面洞穴	4239	Teleport Source	79	72	True	True	exact	None		All	D436_001	4240	D436_001	D436_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3548	881	D451	南部矿山1层	4241	Teleport Source	196	315	True	True	exact	None		All	D451_001	4242	D451_001	D451_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3549	881	D451	南部矿山1层	4243	Teleport Source	159	102	True	True	exact	None		All	D451_001	4244	D451_001	D451_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3550	881	D451	南部矿山1层	4245	Teleport Source	80	202	True	True	exact	None		All	D451_001	4246	D451_001	D451_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3551	881	D451	南部矿山1层	4247	Teleport Source	154	191	True	True	exact	None		All	D451_001	4248	D451_001	D451_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3552	881	D451	南部矿山1层	4249	Teleport Source	316	240	True	True	exact	None		All	D451_001	4250	D451_001	D451_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3553	883	D452	南部矿山2层	4251	Teleport Source	226	304	True	True	exact	None		All	D452_001	4252	D452_001	D452_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3554	883	D452	南部矿山2层	4253	Teleport Source	233	59	True	True	exact	None		All	D452_001	4254	D452_001	D452_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3555	883	D452	南部矿山2层	4255	Teleport Source	273	251	True	True	exact	None		All	D452_001	4256	D452_001	D452_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3556	883	D452	南部矿山2层	4257	Teleport Source	217	105	True	True	exact	None		All	D452_001	4258	D452_001	D452_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3557	883	D452	南部矿山2层	4259	Teleport Source	128	101	True	True	exact	None		All	D452_001	4260	D452_001	D452_001	15	15	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3558	616	02	银杏山谷	4261	Teleport Source	281	73	True	True	exact	None		All	D1311	4262	D1311	D1311	358	378	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3559	817	D1311	北部银杏废矿1层	4263	Teleport Source	357	379	True	True	exact	None		All	02	4264	02	02	280	74	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3560	817	D1311	北部银杏废矿1层	4265	Teleport Source	155	31	True	True	exact	None		All	D1312	4266	D1312	D1312	367	353	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3561	818	D1312	北部银杏废矿2层	4267	Teleport Source	368	354	True	True	exact	None		All	D1311	4268	D1311	D1311	156	32	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3562	818	D1312	北部银杏废矿2层	4269	Teleport Source	119	23	True	True	exact	None		All	D1313	4270	D1313	D1313	49	362	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3563	819	D1313	北部银杏废矿3层	4271	Teleport Source	48	363	True	True	exact	None		All	D1312	4272	D1312	D1312	118	24	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3564	819	D1313	北部银杏废矿3层	4273	Teleport Source	359	27	True	True	exact	None		All	D1314	4274	D1314	D1314	69	352	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3565	820	D1314	北部银杏废矿4层	4275	Teleport Source	68	353	True	True	exact	None		All	D1313	4276	D1313	D1313	358	28	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3566	820	D1314	北部银杏废矿4层	4277	Teleport Source	347	37	True	True	exact	None		All	D1315	4278	D1315	D1315	360	354	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3567	821	D1315	北部银杏废矿5层	4279	Teleport Source	361	355	True	True	exact	None		All	D1314	4280	D1314	D1314	348	38	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3568	616	02	银杏山谷	4281	Teleport Source	346	120	True	True	exact	None		All	D1301	4282	D1301	D1301	358	378	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3569	62	D1301	Black Palace Lv 1	4283	Teleport Source	357	379	True	True	exact	None		All	02	4284	02	02	345	121	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3570	62	D1301	Black Palace Lv 1	4285	Teleport Source	155	31	True	True	exact	None		All	D1302	4286	D1302	D1302	367	353	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3571	816	D1302	东部银杏废矿2层	4287	Teleport Source	368	354	True	True	exact	None		All	D1301	4288	D1301	D1301	156	32	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3572	816	D1302	东部银杏废矿2层	4289	Teleport Source	119	23	True	True	exact	None		All	D1303	4290	D1303	D1303	49	362	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3573	65	D1303	Black Palace Lv 3	4291	Teleport Source	48	363	True	True	exact	None		All	D1302	4292	D1302	D1302	118	24	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3574	616	02	银杏山谷	4293	Teleport Source	129	157	True	True	exact	None		All	D1321	4294	D1321	D1321	358	378	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3575	822	D1321	西部银杏废矿1层	4295	Teleport Source	357	379	True	True	exact	None		All	02	4296	02	02	128	158	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3576	822	D1321	西部银杏废矿1层	4297	Teleport Source	155	31	True	True	exact	None		All	D1322	4298	D1322	D1322	367	353	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3577	823	D1322	西部银杏废矿2层	4299	Teleport Source	368	354	True	True	exact	None		All	D1321	4300	D1321	D1321	156	32	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3578	823	D1322	西部银杏废矿2层	4301	Teleport Source	119	23	True	True	exact	None		All	D1323	4302	D1323	D1323	49	362	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3579	824	D1323	西部银杏废矿3层	4303	Teleport Source	48	363	True	True	exact	None		All	D1322	4304	D1322	D1322	118	24	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3580	824	D1323	西部银杏废矿3层	4305	Teleport Source	359	27	True	True	exact	None		All	D1324	4306	D1324	D1324	69	352	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3581	825	D1324	西部银杏废矿4层	4307	Teleport Source	68	353	True	True	exact	None		All	D1323	4308	D1323	D1323	358	28	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
3582	825	D1324	西部银杏废矿4层	4309	Teleport Source	347	37	True	True	exact	None		All	D1325	4310	D1325	D1325	360	354	True	True	exact	source-region-to-destination-region (MovementInfo directed edge)	1: Tools/dbeditor/workspace/MovementInfo.json + MapRegion.json | 2: reference/mir3-source/Source/GameServer/LocalDB.pas LoadMapInfos (MapInfo.txt gate model) | 3: 2026-09-25 map_manifest exact/renamed/variant/replacement/pending relation | 4: map terrain flag reader implemented independently by this audit generator	0.25	pending_manual_review	workspace region centroid is not an EI Envir gate record; no safe coordinate correction inferred
